booking_id,customer_name,service,ceremony_type,price,booking_date,rating,city,month
265,Customer_265,Bridal Makeup,Telugu Hindu Wedding,15000,2024-03-28,4.6,Vijayawada,2024-03
266,Customer_266,Bridal Makeup,Fusion/Other,15500,2024-05-13,4.3,Hyderabad,2024-05
267,Customer_267,Engagement Glam,Christian Wedding,6500,2025-07-29,5.0,Hyderabad,2025-07
268,Customer_268,Mehndi/Sangeet Look,Telugu Hindu Wedding,6500,2025-03-09,4.3,Warangal,2025-03
269,Customer_269,Engagement Glam,Telugu Hindu Wedding,7500,2024-12-26,4.6,Secunderabad,2024-12
270,Customer_270,Party & Event,Telugu Hindu Wedding,6000,2024-08-17,4.7,Warangal,2024-08
271,Customer_271,Engagement Glam,Christian Wedding,7500,2024-04-27,5.0,Secunderabad,2024-04
272,Customer_272,Mehndi/Sangeet Look,Telugu Hindu Wedding,5500,2025-07-24,4.3,Warangal,2025-07
273,Customer_273,Bridal Makeup,Christian Wedding,15000,2024-10-06,5.0,Warangal,2024-10
274,Customer_274,HD & Airbrush,Muslim Wedding,8000,2024-07-04,4.7,Vijayawada,2024-07
275,Customer_275,Bridal Makeup,Telugu Hindu Wedding,15000,2024-02-01,4.4,Secunderabad,2024-02
276,Customer_276,Mehndi/Sangeet Look,Christian Wedding,7000,2025-04-09,4.8,Secunderabad,2025-04
277,Customer_277,HD & Airbrush,Fusion/Other,8500,2024-11-28,4.8,Hyderabad,2024-11
278,Customer_278,Bridal Makeup,Fusion/Other,15000,2024-06-10,4.5,Hyderabad,2024-06
279,Customer_279,Pre-Wedding Shoot,North Indian Wedding,9000,2024-10-05,4.7,Vijayawada,2024-10
280,Customer_280,Mehndi/Sangeet Look,North Indian Wedding,5500,2025-03-28,4.6,Warangal,2025-03
281,Customer_281,Party & Event,Christian Wedding,4500,2024-04-26,4.7,Vijayawada,2024-04
282,Customer_282,Bridal Makeup,Fusion/Other,15500,2025-05-13,4.9,Warangal,2025-05
283,Customer_283,Bridal Makeup,Fusion/Other,15000,2025-02-08,5.0,Hyderabad,2025-02
284,Customer_284,Bridal Makeup,Muslim Wedding,15000,2024-11-04,4.3,Secunderabad,2024-11
285,Customer_285,HD & Airbrush,Telugu Hindu Wedding,8500,2024-12-01,5.0,Hyderabad,2024-12
286,Customer_286,Mehndi/Sangeet Look,Muslim Wedding,7000,2024-06-28,4.1,Vijayawada,2024-06
287,Customer_287,Engagement Glam,Fusion/Other,7000,2025-05-27,4.7,Warangal,2025-05
288,Customer_288,Bridal Makeup,North Indian Wedding,16000,2024-02-13,4.9,Hyderabad,2024-02
289,Customer_289,Mehndi/Sangeet Look,Fusion/Other,6000,2024-11-16,4.8,Vijayawada,2024-11
290,Customer_290,Engagement Glam,Christian Wedding,8000,2025-03-03,4.5,Hyderabad,2025-03
291,Customer_291,Mehndi/Sangeet Look,Muslim Wedding,6000,2024-11-28,4.6,Vijayawada,2024-11
292,Customer_292,Pre-Wedding Shoot,North Indian Wedding,9500,2024-03-31,4.6,Hyderabad,2024-03
293,Customer_293,Party & Event,Fusion/Other,6000,2025-02-14,4.5,Hyderabad,2025-02
294,Customer_294,Mehndi/Sangeet Look,Muslim Wedding,6500,2024-12-13,5.0,Warangal,2024-12
295,Customer_295,Party & Event,Telugu Hindu Wedding,5000,2025-06-06,4.8,Secunderabad,2025-06
296,Customer_296,HD & Airbrush,Muslim Wedding,8500,2024-05-31,4.5,Hyderabad,2024-05
297,Customer_297,Party & Event,Muslim Wedding,5500,2024-07-21,5.0,Secunderabad,2024-07
298,Customer_298,Pre-Wedding Shoot,North Indian Wedding,9000,2024-06-30,4.8,Vijayawada,2024-06
299,Customer_299,Engagement Glam,Fusion/Other,6500,2025-04-04,4.9,Warangal,2025-04
300,Customer_300,Pre-Wedding Shoot,North Indian Wedding,9500,2024-06-03,4.9,Hyderabad,2024-06
301,Customer_301,Mehndi/Sangeet Look,Christian Wedding,7000,2024-11-06,4.5,Hyderabad,2024-11
302,Customer_302,HD & Airbrush,Christian Wedding,7500,2024-03-16,4.5,Vijayawada,2024-03
303,Customer_303,Mehndi/Sangeet Look,Christian Wedding,6000,2024-02-28,4.9,Warangal,2024-02
304,Customer_304,Bridal Makeup,North Indian Wedding,15000,2025-06-03,4.9,Vijayawada,2025-06
305,Customer_305,Engagement Glam,North Indian Wedding,6500,2024-02-12,4.7,Secunderabad,2024-02
306,Customer_306,HD & Airbrush,Fusion/Other,7500,2025-05-02,4.7,Secunderabad,2025-05
307,Customer_307,Bridal Makeup,Christian Wedding,16000,2024-04-15,5.0,Hyderabad,2024-04
308,Customer_308,Engagement Glam,Muslim Wedding,7000,2024-02-10,4.5,Vijayawada,2024-02
309,Customer_309,Mehndi/Sangeet Look,Fusion/Other,5500,2025-06-19,4.9,Secunderabad,2025-06
310,Customer_310,HD & Airbrush,North Indian Wedding,8500,2024-10-16,4.6,Vijayawada,2024-10
311,Customer_311,HD & Airbrush,Christian Wedding,7500,2024-02-23,4.6,Hyderabad,2024-02
312,Customer_312,HD & Airbrush,North Indian Wedding,8000,2025-07-25,5.0,Warangal,2025-07
313,Customer_313,HD & Airbrush,Christian Wedding,7500,2024-06-02,4.9,Hyderabad,2024-06
314,Customer_314,Engagement Glam,Christian Wedding,7000,2024-12-24,4.9,Vijayawada,2024-12
315,Customer_315,Party & Event,Christian Wedding,4500,2024-03-27,5.0,Vijayawada,2024-03
316,Customer_316,Pre-Wedding Shoot,Fusion/Other,9500,2024-05-10,4.7,Hyderabad,2024-05
317,Customer_317,Pre-Wedding Shoot,Christian Wedding,10000,2025-06-04,4.9,Hyderabad,2025-06
318,Customer_318,HD & Airbrush,Muslim Wedding,8500,2024-07-03,4.6,Warangal,2024-07
319,Customer_319,Mehndi/Sangeet Look,Muslim Wedding,6000,2024-08-19,4.8,Secunderabad,2024-08
320,Customer_320,Bridal Makeup,Fusion/Other,15500,2024-04-13,4.7,Hyderabad,2024-04
321,Customer_321,Pre-Wedding Shoot,Fusion/Other,9500,2024-05-14,4.7,Vijayawada,2024-05
322,Customer_322,Party & Event,Fusion/Other,5000,2024-07-04,4.9,Secunderabad,2024-07
323,Customer_323,Pre-Wedding Shoot,North Indian Wedding,10000,2024-02-14,4.5,Warangal,2024-02
324,Customer_324,Pre-Wedding Shoot,Fusion/Other,9000,2025-03-30,5.0,Warangal,2025-03
325,Customer_325,Pre-Wedding Shoot,Fusion/Other,10000,2024-08-27,4.4,Secunderabad,2024-08
326,Customer_326,HD & Airbrush,Christian Wedding,9000,2024-07-17,4.3,Vijayawada,2024-07
327,Customer_327,Mehndi/Sangeet Look,Fusion/Other,6500,2025-01-26,5.0,Vijayawada,2025-01
328,Customer_328,Party & Event,Christian Wedding,5000,2024-05-21,4.9,Hyderabad,2024-05
329,Customer_329,Pre-Wedding Shoot,Fusion/Other,10000,2025-01-15,4.9,Hyderabad,2025-01
330,Customer_330,Pre-Wedding Shoot,Christian Wedding,8500,2024-05-07,4.9,Hyderabad,2024-05
331,Customer_331,Party & Event,Fusion/Other,5500,2025-04-05,4.7,Secunderabad,2025-04
332,Customer_332,Mehndi/Sangeet Look,North Indian Wedding,6000,2024-08-15,4.4,Warangal,2024-08
333,Customer_333,Bridal Makeup,North Indian Wedding,16000,2024-02-24,4.7,Warangal,2024-02
334,Customer_334,Party & Event,Christian Wedding,6000,2024-03-24,4.5,Secunderabad,2024-03
335,Customer_335,Bridal Makeup,Christian Wedding,15500,2024-04-11,5.0,Secunderabad,2024-04
336,Customer_336,Party & Event,North Indian Wedding,5000,2024-10-20,4.7,Secunderabad,2024-10
337,Customer_337,Pre-Wedding Shoot,Fusion/Other,10000,2025-04-04,4.5,Hyderabad,2025-04
338,Customer_338,Bridal Makeup,Muslim Wedding,15000,2024-09-19,4.6,Secunderabad,2024-09
339,Customer_339,Engagement Glam,North Indian Wedding,6500,2025-06-24,4.8,Hyderabad,2025-06
340,Customer_340,HD & Airbrush,Telugu Hindu Wedding,8000,2024-11-04,4.5,Hyderabad,2024-11
341,Customer_341,Party & Event,Telugu Hindu Wedding,6000,2025-04-13,4.5,Hyderabad,2025-04
342,Customer_342,Mehndi/Sangeet Look,Telugu Hindu Wedding,5500,2025-07-02,4.8,Secunderabad,2025-07
343,Customer_343,Pre-Wedding Shoot,North Indian Wedding,9000,2024-10-25,4.8,Hyderabad,2024-10
344,Customer_344,Engagement Glam,Fusion/Other,7500,2024-09-03,4.5,Vijayawada,2024-09
345,Customer_345,Party & Event,Christian Wedding,5000,2025-06-20,4.6,Hyderabad,2025-06
346,Customer_346,Engagement Glam,Fusion/Other,6500,2025-06-03,4.8,Hyderabad,2025-06
347,Customer_347,Mehndi/Sangeet Look,North Indian Wedding,7000,2024-02-14,4.3,Warangal,2024-02
348,Customer_348,HD & Airbrush,Telugu Hindu Wedding,8000,2024-12-31,4.3,Warangal,2024-12
349,Customer_349,Party & Event,Christian Wedding,5000,2025-08-18,4.5,Secunderabad,2025-08
350,Customer_350,Bridal Makeup,Christian Wedding,15500,2025-07-13,4.6,Secunderabad,2025-07
351,Customer_351,Pre-Wedding Shoot,Muslim Wedding,10000,2025-05-05,4.8,Secunderabad,2025-05
352,Customer_352,Bridal Makeup,Christian Wedding,16000,2024-02-07,5.0,Secunderabad,2024-02
353,Customer_353,Bridal Makeup,Christian Wedding,15000,2024-02-12,5.0,Warangal,2024-02
354,Customer_354,Engagement Glam,North Indian Wedding,8000,2025-07-10,4.7,Warangal,2025-07
355,Customer_355,Bridal Makeup,Christian Wedding,15000,2024-10-19,4.7,Hyderabad,2024-10
356,Customer_356,Pre-Wedding Shoot,Telugu Hindu Wedding,9500,2024-10-06,4.4,Warangal,2024-10
357,Customer_357,Mehndi/Sangeet Look,North Indian Wedding,7000,2025-03-26,4.7,Warangal,2025-03
358,Customer_358,Party & Event,Christian Wedding,6000,2025-05-24,4.6,Warangal,2025-05
359,Customer_359,Bridal Makeup,North Indian Wedding,16000,2024-03-21,4.8,Secunderabad,2024-03
360,Customer_360,Engagement Glam,Telugu Hindu Wedding,7500,2024-11-24,4.5,Hyderabad,2024-11
361,Customer_361,HD & Airbrush,North Indian Wedding,8500,2024-11-09,4.9,Vijayawada,2024-11
362,Customer_362,Party & Event,North Indian Wedding,6000,2024-12-25,5.0,Hyderabad,2024-12
363,Customer_363,Pre-Wedding Shoot,Christian Wedding,9500,2025-03-21,4.7,Hyderabad,2025-03
364,Customer_364,Bridal Makeup,Fusion/Other,16000,2025-01-07,4.8,Secunderabad,2025-01
365,Customer_365,Bridal Makeup,Telugu Hindu Wedding,15000,2025-03-24,4.9,Secunderabad,2025-03
366,Customer_366,Bridal Makeup,Christian Wedding,15000,2025-01-10,4.6,Vijayawada,2025-01
367,Customer_367,Engagement Glam,North Indian Wedding,7000,2024-06-06,4.8,Warangal,2024-06
368,Customer_368,HD & Airbrush,Fusion/Other,9000,2024-03-19,4.7,Secunderabad,2024-03
369,Customer_369,Engagement Glam,Christian Wedding,7500,2025-02-11,4.7,Warangal,2025-02
370,Customer_370,Party & Event,Muslim Wedding,5000,2024-01-27,4.5,Vijayawada,2024-01
371,Customer_371,Engagement Glam,Telugu Hindu Wedding,8000,2025-07-29,4.7,Warangal,2025-07
372,Customer_372,HD & Airbrush,Fusion/Other,9000,2024-08-07,4.8,Warangal,2024-08
373,Customer_373,Pre-Wedding Shoot,Telugu Hindu Wedding,10000,2024-07-23,5.0,Secunderabad,2024-07
374,Customer_374,Bridal Makeup,North Indian Wedding,16000,2024-06-25,5.0,Hyderabad,2024-06
375,Customer_375,Pre-Wedding Shoot,Telugu Hindu Wedding,9500,2024-12-21,5.0,Warangal,2024-12
376,Customer_376,HD & Airbrush,Christian Wedding,8000,2024-06-27,4.5,Secunderabad,2024-06
377,Customer_377,Bridal Makeup,Muslim Wedding,15000,2024-05-22,5.0,Vijayawada,2024-05
378,Customer_378,Bridal Makeup,Fusion/Other,15500,2025-07-21,4.8,Warangal,2025-07
379,Customer_379,Mehndi/Sangeet Look,Fusion/Other,5500,2024-05-12,5.0,Hyderabad,2024-05
380,Customer_380,Bridal Makeup,North Indian Wedding,15500,2025-02-11,4.5,Vijayawada,2025-02
381,Customer_381,Mehndi/Sangeet Look,Muslim Wedding,5500,2024-03-16,4.4,Warangal,2024-03
382,Customer_382,Pre-Wedding Shoot,North Indian Wedding,9000,2025-04-05,4.5,Warangal,2025-04
383,Customer_383,Party & Event,Muslim Wedding,4500,2024-07-05,4.1,Vijayawada,2024-07
384,Customer_384,Engagement Glam,Fusion/Other,7000,2024-05-07,4.5,Secunderabad,2024-05
385,Customer_385,HD & Airbrush,Christian Wedding,8000,2024-06-14,4.5,Secunderabad,2024-06
386,Customer_386,HD & Airbrush,Telugu Hindu Wedding,7500,2024-10-17,4.7,Warangal,2024-10
387,Customer_387,Party & Event,Muslim Wedding,4500,2024-10-08,4.8,Warangal,2024-10
388,Customer_388,Engagement Glam,Fusion/Other,6500,2024-04-05,5.0,Secunderabad,2024-04
389,Customer_389,Engagement Glam,Muslim Wedding,6500,2024-06-06,5.0,Warangal,2024-06
390,Customer_390,Engagement Glam,Telugu Hindu Wedding,7000,2024-01-30,4.5,Hyderabad,2024-01
391,Customer_391,Pre-Wedding Shoot,Muslim Wedding,8500,2024-09-28,4.4,Vijayawada,2024-09
392,Customer_392,Engagement Glam,Fusion/Other,7000,2025-05-24,4.8,Warangal,2025-05
393,Customer_393,Pre-Wedding Shoot,Muslim Wedding,9500,2025-05-09,4.3,Vijayawada,2025-05
394,Customer_394,HD & Airbrush,Telugu Hindu Wedding,9000,2024-03-15,5.0,Secunderabad,2024-03
395,Customer_395,Mehndi/Sangeet Look,North Indian Wedding,7000,2025-05-10,5.0,Secunderabad,2025-05
396,Customer_396,HD & Airbrush,Christian Wedding,7500,2024-05-27,4.6,Warangal,2024-05
397,Customer_397,Pre-Wedding Shoot,Muslim Wedding,9500,2025-02-12,4.2,Warangal,2025-02
398,Customer_398,Engagement Glam,Christian Wedding,6500,2024-04-18,5.0,Secunderabad,2024-04
399,Customer_399,Mehndi/Sangeet Look,North Indian Wedding,6000,2024-09-30,4.7,Secunderabad,2024-09
400,Customer_400,Party & Event,Christian Wedding,5000,2024-02-21,5.0,Vijayawada,2024-02
